"2014.1",陈悦天,http://itjuzi.com/investfirm/3,三国之乱舞,游戏动漫,angel,数百万人民币,创新工场
"2014.1",,http://itjuzi.com/investfirm/3,FView无水社区/杀价帮,媒体资讯,a,500万人民币,创新工场
"2014.11",,http://itjuzi.com/investfirm/4,几个果农,电子商务,angel,500万人民币,真格基金
"2014.1",,http://itjuzi.com/investfirm/4,槽厂/橘子娱乐,多媒体娱乐,angel,1000万人民币,真格基金
"2014.1",王强,http://itjuzi.com/investfirm/4,MusicFlow乐流/渡鸦科技RavenTech,移动互联网,angel,数百万人民币,真格基金
"2013.1",,http://itjuzi.com/investfirm/7,91金融超市,金融服务,a,6000万人民币,经纬中国
"2013.9",熊飞,http://itjuzi.com/investfirm/7,大鱼自助游/鱼行天下科技,旅游户外,angel,数百万人民币,经纬中国
"2013.8",,http://itjuzi.com/investfirm/7,Camera360/相机360,移动互联网,b,1800万美元,经纬中国
"2013.8",,http://itjuzi.com/investfirm/7,品果科技/Camera360,移动互联网,b,1800万美元,经纬中国
"2013.8",,http://itjuzi.com/investfirm/7,辣妈帮/辣妈微生活,移动互联网,a,数百万美元,经纬中国
"2013.8",,http://itjuzi.com/investfirm/7,猿题库,教育培训,b,700万美元,经纬中国
"2013.7",,http://itjuzi.com/investfirm/7,完美诊所/更美,医疗健康,angel,数百万人民币,经纬中国
"2013.7",王华东,http://itjuzi.com/investfirm/7,周末去哪儿/西示网络,旅游户外,a,数百万人民币,经纬中国
"2013.7",,http://itjuzi.com/investfirm/7,魔方网,媒体资讯,angel,数千万人民币,经纬中国
"2013.7",,http://itjuzi.com/investfirm/7,粉笔网/猿题库,教育培训,b,数百万美元,经纬中国
"2013.7",王华东,http://itjuzi.com/investfirm/7,周五旅游网/西示网络,旅游户外,a,数百万人民币,经纬中国
"2014.1",,http://itjuzi.com/investfirm/3,Blink快看,SNS社交网络,a,2000万美元,创新工场
"2014.9",,http://itjuzi.com/investfirm/3,懒人输入法,移动互联网,angel,数百万人民币,创新工场
"2014.9",,http://itjuzi.com/investfirm/3,EasyCar易捷卡,汽车交通,a,数千万人民币,创新工场
"2014.9",,http://itjuzi.com/investfirm/3,暴走漫画/摩摩信息,游戏动漫,c,数千万美元,创新工场
"2014.8",,http://itjuzi.com/investfirm/3,哈哈拼车,汽车交通,b,数千万美元,创新工场
"2014.7",,http://itjuzi.com/investfirm/3,Blink快看,SNS社交网络,angel,数百万人民币,创新工场
"2014.7",,http://itjuzi.com/investfirm/3,66RPG橙光游戏中心,游戏动漫,a,数百万美元,创新工场
"2014.7",,http://itjuzi.com/investfirm/3,ImbaTV,多媒体娱乐,a,未透露人民币,创新工场
"2014.6",,http://itjuzi.com/investfirm/3,金箍棒海外购,电子商务,angel,数百万人民币,创新工场
"2014.6",,http://itjuzi.com/investfirm/3,天天用车/天和亿科技,汽车交通,a,数百万人民币,创新工场
"2014.6",,http://itjuzi.com/investfirm/3,点赞基金/骆明科技,金融服务,angel,数百万人民币,创新工场
"2014.1",,http://itjuzi.com/investfirm/4,Kisslink吻路由/囡宝科技,电子硬件,angel,数百万人民币,真格基金
"2014.1",,http://itjuzi.com/investfirm/4,橘子娱乐/槽厂,多媒体娱乐,angel,1000万人民币,真格基金
"2014.1",,http://itjuzi.com/investfirm/4,Blink快看,SNS社交网络,a,2000万美元,真格基金
"2014.9",,http://itjuzi.com/investfirm/4,Dr.drinks星球饮品系统/爱味科技,电子硬件,a,1000万人民币,真格基金
"2014.8",,http://itjuzi.com/investfirm/4,接我拼车/浩翔快线,汽车交通,angel,数百万人民币,真格基金
"2014.8",,http://itjuzi.com/investfirm/4,优分期/和创未来,金融服务,angel,1000万人民币,真格基金
"2014.8",,http://itjuzi.com/investfirm/4,零零无限科技,电子硬件,a,数百万美元,真格基金
"2014.8",,http://itjuzi.com/investfirm/4,ZEUSÉ宙世科技,电子硬件,angel,数百万人民币,真格基金
"2014.8",,http://itjuzi.com/investfirm/4,实验楼/SimpleCloud琛石科技,教育培训,angel,数百万人民币,真格基金
"2014.8",,http://itjuzi.com/investfirm/4,GMAT加分宝/Prep4GMAT,教育培训,a,300万美元,真格基金
"2014.8",,http://itjuzi.com/investfirm/4,上海谷露软件,企业服务,angel,数百万人民币,真格基金
"2014.8",,http://itjuzi.com/investfirm/4,Everstring万维思源,企业服务,a,1200万美元,真格基金
"2014.9",,http://itjuzi.com/investfirm/5,秒拍(前身一下视频/拍客),多媒体娱乐,c,5000万美元,KPCB 凯鹏华盈
"2014.7",,http://itjuzi.com/investfirm/5,融360,金融服务,c,6000万美元,KPCB 凯鹏华盈
"2014.7",,http://itjuzi.com/investfirm/5,极路由HiWiFi/极科极客科技,电子硬件,a,1000万美元,KPCB 凯鹏华盈
"2014.5",,http://itjuzi.com/investfirm/5,喜马拉雅,移动互联网,a,1150万美元,KPCB 凯鹏华盈
"2014.11",,http://itjuzi.com/investfirm/2,SenseTime,工具软件,a,数千万美元,IDG资本
"2014.11",,http://itjuzi.com/investfirm/1,泰笛网/泰笛洗涤,消费生活,b,数千万美元,红杉资本中国
"2013.7",郝玮,http://itjuzi.com/investfirm/7,抬杠,移动互联网,a,数百万美元,经纬中国
"2013.6",,http://itjuzi.com/investfirm/7,美味不用等/普景科技,消费生活,a,数百万美元,经纬中国
"2013.6",左凌烨,http://itjuzi.com/investfirm/7,土巴兔装修网,消费生活,a,数百万美元,经纬中国
"2013.5",,http://itjuzi.com/investfirm/7,Reebonz瑞宝仕,电子商务,c,4000万美元,经纬中国
"2013.5",,http://itjuzi.com/investfirm/7,ZANK赞客/知春畅想,SNS社交网络,angel,数百万人民币,经纬中国
"2013.3",,http://itjuzi.com/investfirm/7,车易拍/北京巅峰科技,汽车交通,b,2000万美元,经纬中国
"2013.2",,http://itjuzi.com/investfirm/7,北森,企业服务,b,1000万美元,经纬中国
"2013.1",,http://itjuzi.com/investfirm/7,FreyrGames伏睿,游戏动漫,angel,数百万人民币,经纬中国
"2013.1",,http://itjuzi.com/investfirm/7,1006.tv/试玩网,游戏动漫,a,数百万美元,经纬中国
"2014.6",赖晓凌,http://itjuzi.com/investfirm/3,Fineck智能项链/维锐科技,电子硬件,angel,数百万人民币,创新工场
"2014.6",吴峰,http://itjuzi.com/investfirm/3,快牙/邻动网络DewMobile,移动互联网,b,2000万美元,创新工场
"2014.5",,http://itjuzi.com/investfirm/3,A.I.Nemo小鱼在家,电子硬件,a,数百万美元,创新工场
"2014.5",,http://itjuzi.com/investfirm/3,追追漫画/漫动科技,游戏动漫,angel,数百万人民币,创新工场
"2014.4",,http://itjuzi.com/investfirm/3,TOPIT.ME优美图/优美风尚网络,SNS社交网络,a,数百万美元,创新工场
"2014.4",,http://itjuzi.com/investfirm/3,VEARI维锐/CloudRing/索瓦科技,电子硬件,a,数百万美元,创新工场
"2014.3",,http://itjuzi.com/investfirm/3,小影/杭州趣维科技,移动互联网,a,数千万人民币,创新工场
"2014.3",,http://itjuzi.com/investfirm/3,壹枱The ONE智能钢琴/小叶子科技,教育培训,a,1000万人民币,创新工场
"2014.8",,http://itjuzi.com/investfirm/4,凹凸共享租车,汽车交通,angel,数千万人民币,真格基金
"2014.8",,http://itjuzi.com/investfirm/4,ChineseSkill,教育培训,angel,数百万人民币,真格基金
"2014.7",,http://itjuzi.com/investfirm/4,骡迹智慧物流/北京运科网络,电子商务,angel,500万人民币,真格基金
"2014.6",,http://itjuzi.com/investfirm/4,直播党/快乐迭代,移动互联网,angel,数百万人民币,真格基金
"2014.6",,http://itjuzi.com/investfirm/4,安心de利,金融服务,angel,数百万人民币,真格基金
"2014.6",,http://itjuzi.com/investfirm/4,那好网,教育培训,angel,数百万人民币,真格基金
"2014.6",,http://itjuzi.com/investfirm/4,小红书/行吟科技,旅游户外,a,数百万美元,真格基金
"2014.5",,http://itjuzi.com/investfirm/4,蜜芽宝贝,电子商务,b,2000万美元,真格基金
"2014.5",,http://itjuzi.com/investfirm/4,摩点网/摩点众筹,金融服务,angel,1000万人民币,真格基金
"2014.5",童玮亮,http://itjuzi.com/investfirm/4,太火鸟,电子商务,angel,200万美元,真格基金
"2014.4",,http://itjuzi.com/investfirm/5,瑞尔齿科,医疗健康,c,7000万美元,KPCB 凯鹏华盈
"2014.3",,http://itjuzi.com/investfirm/5,碰碰/云智联网络,移动互联网,a,400万美元,KPCB 凯鹏华盈
"2014.3",,http://itjuzi.com/investfirm/5,悠络客电子科技,企业服务,a,2500万人民币,KPCB 凯鹏华盈
"2014.3","张灵,邓元鋆",http://itjuzi.com/investfirm/5,美餐网,电子商务,b,1000万美元,KPCB 凯鹏华盈
"2014.3",,http://itjuzi.com/investfirm/5,云智联/碰碰,移动互联网,a,400万美元,KPCB 凯鹏华盈
"2014.3",,http://itjuzi.com/investfirm/5,辛巴达供应链/爱的蜜吻,电子商务,a,数百万美元,KPCB 凯鹏华盈
"2014.1",,http://itjuzi.com/investfirm/5,花瓣网/纬聚网络,SNS社交网络,b,数百万美元,KPCB 凯鹏华盈
"2013.12",,http://itjuzi.com/investfirm/5,贝瑞和康,医疗健康,c,亿元及以上人民币,KPCB 凯鹏华盈
"2013.12",,http://itjuzi.com/investfirm/5,诺尔康神经电子科技,医疗健康,c,10000万人民币,KPCB 凯鹏华盈
"2013.7",,http://itjuzi.com/investfirm/5,人人猎头,企业服务,a,数百万美元,KPCB 凯鹏华盈
"2013.7","曹大容,宓群,郝玮",http://itjuzi.com/investfirm/5,融360,金融服务,b,3000万美元,KPCB 凯鹏华盈
"2014.11",,http://itjuzi.com/investfirm/2,PP租车/爱车汇,汽车交通,b,6000万美元,IDG资本
"2014.11",,http://itjuzi.com/investfirm/2,多备份DBFen/木浪科技,企业服务,angel,1000万人民币,IDG资本
